   1.000  -1.0698901814
   1.100  -1.0991333924
   1.200  -1.1165906929
   1.300  -1.1256856743
   1.400  -1.1288033178
   1.500  -1.1276378989
   1.600  -1.1233755044
   1.700  -1.1169048002
   1.800  -1.1088717993
   1.900  -1.0997673135
   2.000  -1.0899318832
   2.100  -1.0796424790
   2.200  -1.0691039755
   2.300  -1.0584643119
   2.400  -1.0478369235
   2.500  -1.0373080200
   2.600  -1.0269415129
   2.700  -1.0167838956
   2.800  -1.0068687681
   2.900  -0.9972217718
   3.000  -0.9878593112
   3.100  -0.9787877233
   3.200  -0.9700137386
   3.300  -0.9615401012
   3.400  -0.9533667704
   3.500  -0.9454894405
   3.600  -0.9379041381
   3.700  -0.9306043394
   3.800  -0.9235837569
   3.900  -0.9168348411
   4.000  -0.9103498308
   4.100  -0.9041206295
   4.200  -0.8981387984
   4.300  -0.8923958794
   4.400  -0.8868845338
   4.500  -0.8815943098
   4.600  -0.8765180055
   4.700  -0.8716481852
   4.800  -0.8669755915
   4.900  -0.8624931047
   5.000  -0.8581931512
