   1.000  -1.0811859030
   1.100  -1.1112995093
   1.200  -1.1296504593
   1.300  -1.1396482314
   1.400  -1.1436895677
   1.500  -1.1434544462
   1.600  -1.1401288140
   1.700  -1.1345987666
   1.800  -1.1275226316
   1.900  -1.1193851522
   2.000  -1.1105304288
   2.100  -1.1012440844
   2.200  -1.0917263502
   2.300  -1.0821320670
   2.400  -1.0725763217
   2.500  -1.0631503829
   2.600  -1.0539185070
   2.700  -1.0449310874
   2.800  -1.0362245748
   2.900  -1.0278267187
   3.000  -1.0197558995
   3.100  -1.0120206535
   3.200  -1.0046305492
   3.300  -0.9975895052
   3.400  -0.9908990661
   3.500  -0.9845566318
   3.600  -0.9785595544
   3.700  -0.9729023733
   3.800  -0.9675798311
   3.900  -0.9625853448
   4.000  -0.9579119364
   4.100  -0.9535518892
   4.200  -0.9494972451
   4.300  -0.9457396945
   4.400  -0.9422719886
   4.500  -0.9390841199
   4.600  -0.9361686399
   4.700  -0.9335172205
   4.800  -0.9311212982
   4.900  -0.9289728274
   5.000  -0.9270636248
