   4.000  -5.71956000
   4.100  -5.71985300
   4.200  -5.72008600
   4.300  -5.72026900
   4.400  -5.72041500
   4.500  -5.72053000
   4.600  -5.72062000
   4.700  -5.72069100
   4.800  -5.72074800
   4.900  -5.72079200
   5.000  -5.72082600
   5.100  -5.72085300
   5.200  -5.72087500
   5.300  -5.72089100
   5.400  -5.72090400
   5.500  -5.72091400
   5.600  -5.72092200
   5.700  -5.72092800
   5.800  -5.72093200
   5.900  -5.72093600
   6.000  -5.72093900
   6.100  -5.72094100
   6.200  -5.72094200
   6.300  -5.72094300
   6.400  -5.72094400
   6.500  -5.72094500
   6.600  -5.72094500
   6.700  -5.72094500
   6.800  -5.72094600
   6.900  -5.72094600
   7.000  -5.72094600
   7.100  -5.72094600
   7.200  -5.72094600
   7.300  -5.72094500
   7.400  -5.72094500
   7.500  -5.72094500
   7.600  -5.72094500
   7.700  -5.72094500
   7.800  -5.72094500
   7.900  -5.72094500
   8.000  -5.72094500
   8.100  -5.72094400
   8.200  -5.72094400
   8.300  -5.72094400
   8.400  -5.72094400
   8.500  -5.72094400
   8.600  -5.72094400
   8.700  -5.72094400
   8.800  -5.72094400
   8.900  -5.72094400
   9.000  -5.72094400
   9.100  -5.72094400
   9.200  -5.72094400
   9.300  -5.72094400
   9.400  -5.72094300
   9.500  -5.72094300
   9.600  -5.72094300
   9.700  -5.72094300
   9.800  -5.72094300
   9.900  -5.72094300
  10.000  -5.72094300
