   1.000  -3.7609757170
   1.100  -3.9122816326
   1.200  -4.0469643397
   1.300  -4.1685942329
   1.400  -4.2783744957
   1.500  -4.3774289967
   1.600  -4.4663209378
   1.700  -4.5460358244
   1.800  -4.6172509224
   1.900  -4.6809019107
   2.000  -4.7378620686
   2.100  -4.7889675745
   2.200  -4.8349707700
   2.300  -4.8765497221
   2.400  -4.9142743789
   2.500  -4.9486524094
   2.600  -4.9801028549
   2.700  -5.0090019110
   2.800  -5.0356574523
   2.900  -5.0603347088
   3.000  -5.0832600916
   3.100  -5.1046271448
   3.200  -5.1246005310
   3.300  -5.1433226760
   3.400  -5.1609158983
   3.500  -5.1774869658
   3.600  -5.1931278043
   3.700  -5.2079196598
   3.800  -5.2219335991
   3.900  -5.2352318582
   4.000  -5.2478696940
   4.100  -5.2598977249
   4.200  -5.2713596712
   4.300  -5.2822954008
   4.400  -5.2927407930
   4.500  -5.3027284843
   4.600  -5.3122879476
   4.700  -5.3214462167
   4.800  -5.3302279551
   4.900  -5.3386558160
   5.000  -5.3467506395
   5.100  -5.3545315365
   5.200  -5.3620164364
   5.300  -5.3692216855
   5.400  -5.3761625189
   5.500  -5.3828531057
   5.600  -5.3893066079
   5.700  -5.3955353140
   5.800  -5.4015506284
   5.900  -5.4073632970
   6.000  -5.4129832496
   6.100  -5.4184199319
   6.200  -5.4236820860
   6.300  -5.4287779049
   6.400  -5.4337151191
   6.500  -5.4385009928
   6.600  -5.4431423309
   6.700  -5.4476455584
   6.800  -5.4520167280
   6.900  -5.4562615378
   7.000  -5.4603853687
   7.100  -5.4643933038
   7.200  -5.4682901405
   7.300  -5.4720804212
   7.400  -5.4757684498
   7.500  -5.4793582923
   7.600  -5.4828538095
   7.700  -5.4862586615
   7.800  -5.4895763223
   7.900  -5.4928100959
   8.000  -5.4959631043
   8.100  -5.4990383454
   8.200  -5.5020386420
   8.300  -5.5049667188
   8.400  -5.5078251252
   8.500  -5.5106163098
   8.600  -5.5133426700
   8.700  -5.5160063514
   8.800  -5.5186095388
   8.900  -5.5211542667
   9.000  -5.5236424472
   9.100  -5.5260759715
   9.200  -5.5284566067
   9.300  -5.5307860733
   9.400  -5.5330659750
   9.500  -5.5352978908
   9.600  -5.5374833094
   9.700  -5.5396236684
   9.800  -5.5417203538
   9.900  -5.5437746604
  10.000  -5.5457878884
